cust_id,customer,inv_no,inv_date,due_date,balance,b_0_30,b_31_60,b_61_90,b_91_120,b_over_120,credit_hold
C1029,Riverside Fitness Clubs LLC,INV-253572,2025-12-31,2026-01-30,9094.48,9094.48,0.0,0.0,0.0,0.0,N
C1030,Sandusky Marine and Supply,INV-253318,2025-12-02,2026-01-01,12950.41,12950.41,0.0,0.0,0.0,0.0,N
C1030,Sandusky Marine and Supply,INV-253341,2025-12-04,2026-01-03,22643.94,22643.94,0.0,0.0,0.0,0.0,N
C1030,Sandusky Marine and Supply,INV-253383,2025-12-09,2026-01-08,17114.55,17114.55,0.0,0.0,0.0,0.0,N
C1030,Sandusky Marine and Supply,INV-253460,2025-12-18,2026-01-17,29274.41,29274.41,0.0,0.0,0.0,0.0,N
C1030,Sandusky Marine and Supply,INV-253461,2025-12-18,2026-01-17,11806.58,11806.58,0.0,0.0,0.0,0.0,N
C1030,Sandusky Marine and Supply,INV-253538,2025-12-26,2026-01-25,17435.94,17435.94,0.0,0.0,0.0,0.0,N
C1030,Sandusky Marine and Supply,INV-253573,2025-12-31,2026-01-30,11961.57,11961.57,0.0,0.0,0.0,0.0,N
C1031,Shaker Square Retail Partners,INV-253299,2025-12-01,2025-12-31,4792.87,4792.87,0.0,0.0,0.0,0.0,N
C1031,Shaker Square Retail Partners,INV-253330,2025-12-03,2026-01-02,8894.55,8894.55,0.0,0.0,0.0,0.0,N
C1031,Shaker Square Retail Partners,INV-253442,2025-12-16,2026-01-15,2921.21,2921.21,0.0,0.0,0.0,0.0,N
C1031,Shaker Square Retail Partners,INV-253443,2025-12-16,2026-01-15,11072.47,11072.47,0.0,0.0,0.0,0.0,N
C1031,Shaker Square Retail Partners,INV-253525,2025-12-25,2026-01-24,5072.58,5072.58,0.0,0.0,0.0,0.0,N
C1031,Shaker Square Retail Partners,INV-253549,2025-12-29,2026-01-28,3292.12,3292.12,0.0,0.0,0.0,0.0,N
C1032,Stark County Services,INV-253200,2025-11-20,2026-01-04,3516.44,0.0,3516.44,0.0,0.0,0.0,N
C1032,Stark County Services,INV-253223,2025-11-21,2026-01-05,3857.97,0.0,3857.97,0.0,0.0,0.0,N
C1032,Stark County Services,INV-253400,2025-12-10,2026-01-24,9116.52,9116.52,0.0,0.0,0.0,0.0,N
C1032,Stark County Services,INV-253492,2025-12-22,2026-02-05,19661.05,19661.05,0.0,0.0,0.0,0.0,N
C1032,Stark County Services,INV-253550,2025-12-29,2026-02-12,9876.77,9876.77,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253108,2025-11-12,2025-12-27,27066.97,0.0,27066.97,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253141,2025-11-14,2025-12-29,7505.25,0.0,7505.25,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253165,2025-11-18,2026-01-02,16157.15,0.0,16157.15,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253201,2025-11-20,2026-01-04,4258.98,0.0,4258.98,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253224,2025-11-21,2026-01-05,9361.36,0.0,9361.36,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253319,2025-12-02,2026-01-16,17038.84,17038.84,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253320,2025-12-02,2026-01-16,4528.67,4528.67,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253342,2025-12-04,2026-01-18,4296.66,4296.66,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253358,2025-12-05,2026-01-19,5423.31,5423.31,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253384,2025-12-09,2026-01-23,16589.23,16589.23,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253421,2025-12-12,2026-01-26,4448.36,4448.36,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253433,2025-12-15,2026-01-29,46161.42,46161.42,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253493,2025-12-22,2026-02-05,15109.73,15109.73,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253507,2025-12-23,2026-02-06,10838.7,10838.7,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253516,2025-12-24,2026-02-07,5282.21,5282.21,0.0,0.0,0.0,0.0,N
C1033,Summit Healthcare Group Inc.,INV-253574,2025-12-31,2026-02-14,5802.52,5802.52,0.0,0.0,0.0,0.0,N
C1034,Tri-State Warehouse Company,INV-253575,2025-12-31,2026-01-30,1937.97,1937.97,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-252233,2025-08-19,2025-09-18,2304.03,0.0,0.0,0.0,0.0,2304.03,N
C1035,Twinsburg Industrial Park LLC,INV-253321,2025-12-02,2026-01-01,4668.27,4668.27,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253331,2025-12-03,2026-01-02,25796.54,25796.54,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253343,2025-12-04,2026-01-03,7408.86,7408.86,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253369,2025-12-08,2026-01-07,8013.49,8013.49,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253370,2025-12-08,2026-01-07,22686.67,22686.67,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253371,2025-12-08,2026-01-07,13095.92,13095.92,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253385,2025-12-09,2026-01-08,13595.33,13595.33,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253401,2025-12-10,2026-01-09,35106.11,35106.11,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253422,2025-12-12,2026-01-11,10949.79,10949.79,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253453,2025-12-17,2026-01-16,10987.04,10987.04,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253462,2025-12-18,2026-01-17,16546.35,16546.35,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253463,2025-12-18,2026-01-17,2407.86,2407.86,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253464,2025-12-18,2026-01-17,4066.96,4066.96,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253482,2025-12-19,2026-01-18,8870.01,8870.01,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253508,2025-12-23,2026-01-22,6380.02,6380.02,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253517,2025-12-24,2026-01-23,5034.51,5034.51,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253526,2025-12-25,2026-01-24,4313.72,4313.72,0.0,0.0,0.0,0.0,N
C1035,Twinsburg Industrial Park LLC,INV-253576,2025-12-31,2026-01-30,2413.04,2413.04,0.0,0.0,0.0,0.0,N
C1036,University Circle Services,INV-252527,2025-09-17,2025-11-01,18033.26,0.0,0.0,0.0,18033.26,0.0,N
C1036,University Circle Services,INV-252614,2025-09-25,2025-11-09,1911.86,0.0,0.0,0.0,1911.86,0.0,N
C1036,University Circle Services,INV-252672,2025-10-01,2025-11-15,8767.92,0.0,0.0,0.0,8767.92,0.0,N
C1036,University Circle Services,INV-252773,2025-10-09,2025-11-23,2182.04,0.0,0.0,2182.04,0.0,0.0,N
C1036,University Circle Services,INV-253142,2025-11-14,2025-12-29,11906.86,0.0,11906.86,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253239,2025-11-24,2026-01-08,11134.73,0.0,11134.73,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253240,2025-11-24,2026-01-08,6413.46,0.0,6413.46,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253241,2025-11-24,2026-01-08,10891.78,0.0,10891.78,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253256,2025-11-25,2026-01-09,5680.32,0.0,5680.32,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253291,2025-11-28,2026-01-12,9906.53,0.0,9906.53,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253322,2025-12-02,2026-01-16,4411.82,4411.82,0.0,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253344,2025-12-04,2026-01-18,8274.34,8274.34,0.0,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253386,2025-12-09,2026-01-23,3014.26,3014.26,0.0,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253410,2025-12-11,2026-01-25,5536.29,5536.29,0.0,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253423,2025-12-12,2026-01-26,8302.31,8302.31,0.0,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253454,2025-12-17,2026-01-31,3848.25,3848.25,0.0,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253518,2025-12-24,2026-02-07,27321.06,27321.06,0.0,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253539,2025-12-26,2026-02-09,13665.57,13665.57,0.0,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253563,2025-12-30,2026-02-13,6026.15,6026.15,0.0,0.0,0.0,0.0,N
C1036,University Circle Services,INV-253577,2025-12-31,2026-02-14,30039.68,30039.68,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253203,2025-11-20,2025-12-20,3720.87,0.0,3720.87,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253227,2025-11-21,2025-12-21,13212.54,0.0,13212.54,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253242,2025-11-24,2025-12-24,7136.91,0.0,7136.91,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253258,2025-11-25,2025-12-25,5680.33,0.0,5680.33,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253259,2025-11-25,2025-12-25,11192.74,0.0,11192.74,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253300,2025-12-01,2025-12-31,11772.26,11772.26,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253359,2025-12-05,2026-01-04,7325.32,7325.32,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253372,2025-12-08,2026-01-07,8705.87,8705.87,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253402,2025-12-10,2026-01-09,12756.23,12756.23,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253403,2025-12-10,2026-01-09,1470.97,1470.97,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253424,2025-12-12,2026-01-11,6475.98,6475.98,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253434,2025-12-15,2026-01-14,5861.34,5861.34,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253435,2025-12-15,2026-01-14,7102.05,7102.05,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253444,2025-12-16,2026-01-15,3200.61,3200.61,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253445,2025-12-16,2026-01-15,19490.14,19490.14,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253465,2025-12-18,2026-01-17,12596.43,12596.43,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253466,2025-12-18,2026-01-17,14455.19,14455.19,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253483,2025-12-19,2026-01-18,44760.08,44760.08,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253484,2025-12-19,2026-01-18,14227.38,14227.38,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253485,2025-12-19,2026-01-18,10976.63,10976.63,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253494,2025-12-22,2026-01-21,45363.64,45363.64,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253495,2025-12-22,2026-01-21,6908.1,6908.1,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253509,2025-12-23,2026-01-22,9255.75,9255.75,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253527,2025-12-25,2026-01-24,4231.84,4231.84,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253551,2025-12-29,2026-01-28,13569.42,13569.42,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253578,2025-12-31,2026-01-30,9100.29,9100.29,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253579,2025-12-31,2026-01-30,3262.66,3262.66,0.0,0.0,0.0,0.0,N
C1038,Westlake Commercial Cleaning Company,INV-253580,2025-12-31,2026-01-30,6201.55,6201.55,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-252319,2025-08-26,2025-09-25,4561.45,0.0,0.0,0.0,0.0,4561.45,N
C1040,Youngstown Metal Works Inc.,INV-252426,2025-09-05,2025-10-05,6292.57,0.0,0.0,0.0,6292.57,0.0,N
C1040,Youngstown Metal Works Inc.,INV-252616,2025-09-25,2025-10-25,11375.8,0.0,0.0,0.0,11375.8,0.0,N
C1040,Youngstown Metal Works Inc.,INV-252631,2025-09-26,2025-10-26,5084.76,0.0,0.0,0.0,5084.76,0.0,N
C1040,Youngstown Metal Works Inc.,INV-252718,2025-10-06,2025-11-05,12060.33,0.0,0.0,12060.33,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-252735,2025-10-07,2025-11-06,13929.44,0.0,0.0,13929.44,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253260,2025-11-25,2025-12-25,13625.81,0.0,13625.81,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253303,2025-12-01,2025-12-31,1355.71,1355.71,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253304,2025-12-01,2025-12-31,6692.27,6692.27,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253360,2025-12-05,2026-01-04,12703.56,12703.56,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253373,2025-12-08,2026-01-07,6085.99,6085.99,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253387,2025-12-09,2026-01-08,11376.35,11376.35,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253388,2025-12-09,2026-01-08,26161.99,26161.99,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253411,2025-12-11,2026-01-10,1747.1,1747.1,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253412,2025-12-11,2026-01-10,3732.86,3732.86,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253436,2025-12-15,2026-01-14,12548.8,12548.8,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253437,2025-12-15,2026-01-14,14857.45,14857.45,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253438,2025-12-15,2026-01-14,8951.33,8951.33,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253446,2025-12-16,2026-01-15,1804.38,1804.38,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253447,2025-12-16,2026-01-15,9377.62,9377.62,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253448,2025-12-16,2026-01-15,8503.58,8503.58,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253449,2025-12-16,2026-01-15,10461.44,10461.44,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253455,2025-12-17,2026-01-16,9774.07,9774.07,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253467,2025-12-18,2026-01-17,21767.77,21767.77,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253468,2025-12-18,2026-01-17,7734.59,7734.59,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253496,2025-12-22,2026-01-21,3019.6,3019.6,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253497,2025-12-22,2026-01-21,4530.11,4530.11,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253519,2025-12-24,2026-01-23,6034.48,6034.48,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253528,2025-12-25,2026-01-24,10245.42,10245.42,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253540,2025-12-26,2026-01-25,11827.79,11827.79,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253552,2025-12-29,2026-01-28,18002.63,18002.63,0.0,0.0,0.0,0.0,N
C1040,Youngstown Metal Works Inc.,INV-253553,2025-12-29,2026-01-28,8711.65,8711.65,0.0,0.0,0.0,0.0,N
